
Divine Eyeliner,Ilia Beauty,Mascara,Weekly,15.84,4.0,4706,50ml,Oily,Unisex,Stick,Vitamin C,True,USA
Divine Highlighter,Farsali,BB Cream,Occasional,129.58,1.3,9637,30ml,Normal,Male,Spray,Vitamin C,False,South Korea
Perfect BB Cream,Juvia’s Place,Exfoliator,Daily,111.96,3.7,2012,150ml,Normal,Female,Jar,Retinol,False,UK
Perfect Contour,E.l.f.,Moisturizer,Monthly,34.67,3.6,6048,30ml,Oily,Male,Bottle,Aloe Vera,True,Australia
Magic Concealer,Urban Decay,Face Mask,Weekly,119.8,3.9,7424,150ml,Dry,Unisex,Jar,Shea Butter,False,Italy
Ultra Highlighter,Laura Mercier,Moisturizer,Weekly,78.31,2.4,1441,30ml,Dry,Female,Bottle,Hyaluronic Acid,False,Germany
Ultra Eye Shadow,Anastasia Beverly Hills,Face Oil,Weekly,36.14,4.9,3565,150ml,Sensitive,Unisex,Jar,Hyaluronic Acid,True,Germany
Ultra Powder,Becca,Foundation,Occasional,126.33,4.7,4852,100ml,Normal,Male,Spray,Hyaluronic Acid,False,Germany
Magic Concealer,Juvia’s Place,Makeup Remover,Weekly,141.63,1.1,5417,250ml,Sensitive,Female,Jar,Vitamin C,False,UK
Divine Primer,Drunk Elephant,Lip Liner,Occasional,81.58,1.4,3687,50ml,Oily,Female,Bottle,Vitamin C,False,USA
Super Concealer,Charlotte Tilbury,Blush,Monthly,149.6,4.8,4867,250ml,Oily,Unisex,Stick,Shea Butter,True,Germany
Super Lipstick,Yves Saint Laurent,Blush,Occasional,132.82,2.6,1147,200ml,Dry,Male,Jar,Aloe Vera,True,Japan
Magic CC Cream,Fenty Beauty,Mascara,Occasional,65.31,3.4,9992,30ml,Sensitive,Male,Stick,Hyaluronic Acid,False,UK
Perfect Powder,Bobby Brown,Concealer,Daily,86.64,4.0,8234,200ml,Combination,Male,Tube,Retinol,True,Japan
Ultra Foundation,Kiehl’s,Concealer,Weekly,20.9,2.6,9815,50ml,Oily,Male,Tube,Salicylic Acid,True,France
Magic CC Cream,Juvia’s Place,Moisturizer,Daily,94.1,1.8,4401,50ml,Normal,Female,Jar,Glycerin,False,South Korea
Magic Exfoliator,Tatcha,Primer,Daily,105.6,3.8,7539,150ml,Normal,Female,Stick,Shea Butter,False,Italy
Magic Face Mask,KVD Beauty,Powder,Weekly,94.3,4.5,8686,150ml,Normal,Unisex,Bottle,Shea Butter,False,France
Ultra Setting Spray,Shiseido,Cleanser,Weekly,49.83,1.6,1008,50ml,Sensitive,Female,Jar,Retinol,False,South Korea
Magic Face Oil,Make Up For Ever,Powder,Daily,24.63,4.8,8923,150ml,Dry,Unisex,Tube,Retinol,False,Japan
Perfect Mascara,Shiseido,Highlighter,Monthly,35.43,2.1,854,250ml,Dry,Unisex,Tube,Hyaluronic Acid,True,South Korea
Magic Moisturizer,Yves Saint Laurent,Makeup Remover,Daily,118.73,4.6,8262,200ml,Combination,Male,Compact,Shea Butter,False,UK
Super Cleanser,Milk Makeup,Concealer,Monthly,118.08,3.0,4474,30ml,Dry,Female,Tube,Salicylic Acid,True,Australia
Divine CC Cream,RMS Beauty,Face Mask,Weekly,28.25,1.5,6898,100ml,Oily,Male,Compact,Vitamin C,False,UK
Magic Moisturizer,Drunk Elephant,Bronzer,Monthly,119.03,1.5,7471,150ml,Oily,Female,Bottle,Salicylic Acid,True,Italy
Perfect CC Cream,E.l.f.,Eye Shadow,Monthly,126.25,3.1,9715,250ml,Normal,Male,Bottle,Shea Butter,True,South Korea
Divine Lip Liner,Hourglass,Blush,Monthly,142.6,1.6,2896,100ml,Normal,Male,Bottle,Salicylic Acid,False,Italy
Magic Setting Spray,Bourjois,Lipstick,Daily,67.74,2.0,4600,30ml,Oily,Male,Tube,Vitamin C,True,South Korea
Ultra Serum,IT Cosmetics,Lip Liner,Monthly,54.52,2.2,2357,50ml,Sensitive,Female,Spray,Hyaluronic Acid,False,UK
Magic Eyeliner,Laura Mercier,Powder,Weekly,29.55,3.8,1626,100ml,Combination,Unisex,Compact,Retinol,False,France
Divine Setting Spray,Morphe,Contour,Monthly,142.49,4.5,3149,50ml,Combination,Unisex,Tube,Hyaluronic Acid,True,South Korea
Super Concealer,Fenty Beauty,Lip Gloss,Monthly,127.93,3.5,1293,250ml,Combination,Unisex,Stick,Salicylic Acid,False,Germany
Perfect Lip Gloss,Juvia’s Place,Eye Shadow,Monthly,36.57,1.1,2461,150ml,Dry,Male,Jar,Aloe Vera,True,Italy
Ultra Foundation,Kiehl’s,Exfoliator,Daily,34.02,4.1,6455,250ml,Oily,Male,Bottle,Vitamin C,False,USA
Perfect Lipstick,Ilia Beauty,Face Oil,Occasional,142.51,3.0,7250,30ml,Sensitive,Male,Compact,Retinol,False,Japan
Perfect Face Mask,Anastasia Beverly Hills,Eyeliner,Occasional,100.05,4.8,7452,150ml,Sensitive,Unisex,Stick,Vitamin C,False,Japan
Super Exfoliator,Pat McGrath Labs,BB Cream,Occasional,48.18,2.2,5487,100ml,Sensitive,Unisex,Tube,Vitamin C,False,Germany
Ultra Foundation,Morphe,Lipstick,Occasional,101.98,5.0,8852,100ml,Combination,Unisex,Jar,Hyaluronic Acid,True,UK
Ultra Mascara,Milk Makeup,Contour,Monthly,133.47,3.0,5444,30ml,Normal,Female,Jar,Glycerin,False,USA
Magic Face Oil,Rare Beauty,Concealer,Occasional,117.88,3.5,5388,200ml,Normal,Male,Stick,Shea Butter,True,USA
Super CC Cream,Farsali,Face Oil,Daily,106.95,2.5,1424,100ml,Dry,Male,Spray,Vitamin C,True,Australia
Magic Lip Liner,Pat McGrath Labs,CC Cream,Monthly,37.1,2.0,3070,50ml,Combination,Unisex,Jar,Salicylic Acid,True,Germany
Magic Makeup Remover,Make Up For Ever,Serum,Occasional,56.15,2.9,5924,150ml,Normal,Male,Tube,Glycerin,False,Italy
Perfect Moisturizer,Kylie Cosmetics,Face Oil,Weekly,44.5,3.3,1401,150ml,Normal,Male,Bottle,Vitamin C,True,Germany
Super Moisturizer,Laura Mercier,Powder,Occasional,103.72,4.7,3263,50ml,Sensitive,Female,Tube,Hyaluronic Acid,False,Germany
Super Serum,KVD Beauty,Lip Liner,Occasional,71.63,3.4,4706,30ml,Normal,Female,Bottle,Aloe Vera,False,Japan
Divine BB Cream,Make Up For Ever,Eye Shadow,Occasional,66.84,3.1,5833,50ml,Combination,Female,Stick,Aloe Vera,False,Japan
Ultra Face Mask,Kiehl’s,Makeup Remover,Weekly,136.23,1.8,6026,100ml,Normal,Male,Tube,Salicylic Acid,False,USA
Perfect Makeup Remover,Pat McGrath Labs,Foundation,Weekly,121.7,1.6,860,250ml,Oily,Female,Bottle,Vitamin C,True,Germany
Divine Setting Spray,Anastasia Beverly Hills,Face Oil,Weekly,112.44,4.7,8590,200ml,Combination,Male,Bottle,Glycerin,True,Italy
Magic Foundation,Kiehl’s,Setting Spray,Weekly,10.69,4.0,5213,30ml,Dry,Unisex,Jar,Glycerin,True,Italy
Magic Cleanser,KVD Beauty,Lipstick,Monthly,20.18,1.5,5060,100ml,Combination,Male,Spray,Salicylic Acid,True,USA
Super Moisturizer,E.l.f.,Bronzer,Daily,44.86,3.3,7282,50ml,Sensitive,Female,Compact,Aloe Vera,True,Germany
Perfect Serum,Patrick Ta,Exfoliator,Monthly,114.02,2.8,2622,250ml,Dry,Male,Compact,Retinol,False,Italy
Divine Eye Shadow,Kiehl’s,Mascara,Occasional,34.69,2.9,6738,250ml,Normal,Female,Spray,Aloe Vera,False,South Korea
Perfect Eye Shadow,E.l.f.,Lipstick,Daily,39.56,3.2,3043,100ml,Sensitive,Unisex,Stick,Shea Butter,False,Germany
Magic Lip Liner,Bobby Brown,Setting Spray,Weekly,75.76,3.5,1963,250ml,Normal,Female,Jar,Glycerin,True,USA
Super Lip Gloss,Danessa Myricks,Blush,Monthly,60.95,1.7,2816,250ml,Normal,Unisex,Tube,Hyaluronic Acid,True,Italy
Super Bronzer,Glossier,Moisturizer,Occasional,46.54,3.9,6756,150ml,Normal,Female,Tube,Aloe Vera,True,Italy
Divine Cleanser,Kiehl’s,Concealer,Daily,124.79,2.2,8099,30ml,Sensitive,Unisex,Stick,Salicylic Acid,False,Italy
Super Eyeliner,Bobby Brown,Lipstick,Occasional,91.9,2.7,9957,100ml,Combination,Unisex,Jar,Aloe Vera,False,France
Magic Concealer,Make Up For Ever,CC Cream,Daily,12.08,3.7,6139,50ml,Oily,Male,Spray,Aloe Vera,True,UK
Magic BB Cream,Danessa Myricks,Foundation,Daily,108.86,3.7,1154,100ml,Dry,Male,Jar,Shea Butter,True,South Korea
Perfect Mascara,Shiseido,Setting Spray,Weekly,136.36,4.2,1714,250ml,Dry,Male,Tube,Shea Butter,True,Germany
Divine BB Cream,Make Up For Ever,BB Cream,Monthly,40.0,4.3,3456,250ml,Dry,Male,Bottle,Hyaluronic Acid,True,South Korea
Perfect Contour,Kylie Cosmetics,Makeup Remover,Daily,114.35,1.8,4488,50ml,Combination,Female,Stick,Hyaluronic Acid,True,Australia
Magic Primer,Laura Mercier,CC Cream,Monthly,111.0,1.1,5632,50ml,Normal,Male,Spray,Aloe Vera,False,UK
Magic Exfoliator,Yves Saint Laurent,Exfoliator,Weekly,89.61,3.0,306,30ml,Dry,Female,Compact,Aloe Vera,False,UK
Divine Mascara,RMS Beauty,Contour,Monthly,61.25,2.7,3203,150ml,Dry,Male,Spray,Salicylic Acid,False,Australia
Magic Exfoliator,Hourglass,Setting Spray,Daily,63.44,2.0,7888,30ml,Sensitive,Female,Tube,Retinol,True,Germany
Super Powder,ColourPop,Lip Liner,Weekly,109.8,4.4,7616,100ml,Normal,Female,Stick,Retinol,True,Italy
Super Setting Spray,Juvia’s Place,Serum,Weekly,64.33,3.3,707,200ml,Sensitive,Unisex,Bottle,Hyaluronic Acid,True,Australia
Ultra Eyeliner,Bourjois,Bronzer,Occasional,48.23,3.3,3617,100ml,Sensitive,Female,Stick,Retinol,False,Japan
Perfect Face Mask,Milk Makeup,Concealer,Monthly,98.31,4.1,4958,30ml,Combination,Female,Stick,Shea Butter,False,Germany
Ultra Setting Spray,Fenty Beauty,Lip Liner,Monthly,89.96,2.8,1059,150ml,Combination,Male,Spray,Glycerin,True,France
Ultra Bronzer,Bobby Brown,Foundation,Weekly,15.17,2.8,3111,200ml,Dry,Female,Bottle,Shea Butter,True,Australia
Perfect Makeup Remover,Pat McGrath Labs,BB Cream,Daily,29.04,2.9,7016,50ml,Oily,Unisex,Tube,Shea Butter,True,Japan
Magic Concealer,Anastasia Beverly Hills,Primer,Daily,101.38,1.5,323,100ml,Combination,Female,Compact,Aloe Vera,False,Germany
Super Lip Liner,Bourjois,Mascara,Occasional,73.54,1.6,4708,150ml,Dry,Female,Compact,Shea Butter,False,Italy
Divine Makeup Remover,Juvia’s Place,Lip Gloss,Weekly,70.89,4.6,8692,200ml,Dry,Unisex,Jar,Hyaluronic Acid,False,Italy
Ultra CC Cream,Kylie Cosmetics,Mascara,Monthly,84.95,2.2,8870,200ml,Sensitive,Female,Bottle,Vitamin C,True,USA
Perfect Mascara,Perricone MD,Setting Spray,Monthly,130.91,4.2,8118,250ml,Normal,Male,Spray,Glycerin,True,France
Super Primer,E.l.f.,Mascara,Monthly,44.47,1.7,5338,30ml,Combination,Male,Stick,Glycerin,False,UK
Perfect Makeup Remover,Hourglass,Highlighter,Weekly,63.22,1.3,1978,250ml,Combination,Male,Stick,Hyaluronic Acid,True,Italy
Super Contour,Charlotte Tilbury,Foundation,Weekly,36.63,4.3,5163,100ml,Normal,Unisex,Jar,Shea Butter,True,Japan
Perfect Primer,RMS Beauty,Face Oil,Weekly,84.88,2.1,9902,30ml,Normal,Female,Compact,Aloe Vera,True,UK
Divine Primer,Kylie Cosmetics,Cleanser,Occasional,115.51,2.9,5226,200ml,Oily,Female,Tube,Aloe Vera,True,South Korea
Divine Blush,Rare Beauty,Lip Gloss,Occasional,69.34,2.8,78,30ml,Combination,Male,Stick,Glycerin,True,Australia
Magic Exfoliator,Hourglass,Makeup Remover,Weekly,37.17,1.8,5629,250ml,Sensitive,Female,Bottle,Retinol,True,France
Ultra Contour,RMS Beauty,Concealer,Daily,130.04,2.3,7044,150ml,Oily,Female,Stick,Aloe Vera,True,USA
Super Concealer,Natasha Denona,Serum,Monthly,111.14,1.6,5236,150ml,Combination,Female,Spray,Retinol,True,France
Super Primer,Farsali,Powder,Monthly,61.33,3.5,3834,150ml,Sensitive,Unisex,Jar,Glycerin,False,Australia
Super Eye Shadow,Natasha Denona,BB Cream,Occasional,87.36,1.6,567,100ml,Dry,Female,Spray,Hyaluronic Acid,False,South Korea
Ultra Face Oil,Milk Makeup,Contour,Monthly,27.17,4.7,7341,150ml,Dry,Unisex,Tube,Vitamin C,False,Germany
Super Eye Shadow,Urban Decay,Face Mask,Monthly,50.92,4.8,9329,100ml,Dry,Male,Compact,Retinol,False,UK
Divine Bronzer,Clinique,Lip Gloss,Daily,63.54,4.1,5862,30ml,Sensitive,Male,Compact,Aloe Vera,False,Germany
Ultra Concealer,Kiehl’s,Serum,Weekly,139.44,1.8,9400,30ml,Oily,Female,Jar,Aloe Vera,False,France
Perfect Face Mask,Huda Beauty,Face Oil,Weekly,31.95,4.4,3226,50ml,Combination,Male,Tube,Glycerin,True,UK
Ultra Contour,Tarte,Foundation,Daily,29.44,4.3,1111,150ml,Sensitive,Unisex,Stick,Glycerin,False,Japan
Divine Concealer,Kylie Cosmetics,Eye Shadow,Occasional,112.41,2.0,9986,100ml,Normal,Unisex,Stick,Glycerin,False,UK
Divine Concealer,Danessa Myricks,Mascara,Daily,50.52,1.5,6265,200ml,Sensitive,Unisex,Stick,Glycerin,False,Australia
Super Setting Spray,NARS,Lipstick,Daily,119.61,2.1,6225,30ml,Dry,Female,Jar,Salicylic Acid,True,Australia
Ultra Concealer,Tatcha,Contour,Weekly,138.22,1.5,9017,30ml,Oily,Male,Stick,Vitamin C,False,Germany
Divine Foundation,Kylie Cosmetics,Serum,Occasional,49.33,4.0,3237,250ml,Sensitive,Unisex,Jar,Aloe Vera,False,Australia
Perfect Powder,Clinique,Makeup Remover,Daily,36.63,4.8,294,50ml,Combination,Male,Tube,Glycerin,False,France
Divine Lip Gloss,Patrick Ta,Moisturizer,Monthly,126.34,4.9,1487,200ml,Dry,Female,Stick,Salicylic Acid,True,USA
Perfect Face Mask,Clinique,Exfoliator,Daily,118.15,4.4,9052,200ml,Sensitive,Unisex,Bottle,Hyaluronic Acid,True,USA
Magic Mascara,Danessa Myricks,Lipstick,Weekly,144.13,1.8,3763,250ml,Oily,Unisex,Stick,Shea Butter,False,Germany
Perfect BB Cream,Shiseido,Exfoliator,Monthly,141.2,3.9,6699,150ml,Sensitive,Female,Compact,Shea Butter,False,Italy
Perfect Bronzer,Morphe,Highlighter,Daily,20.62,2.9,9233,50ml,Normal,Unisex,Jar,Vitamin C,False,USA
Divine BB Cream,Too Faced,Primer,Weekly,146.85,3.0,6388,150ml,Oily,Female,Compact,Glycerin,False,South Korea
Ultra Setting Spray,Fenty Beauty,Bronzer,Occasional,73.41,2.8,9215,30ml,Combination,Unisex,Bottle,Glycerin,True,Australia
Ultra Face Mask,ColourPop,Powder,Weekly,89.16,3.1,6601,200ml,Dry,Female,Jar,Shea Butter,True,Australia
Divine Highlighter,ColourPop,Mascara,Weekly,64.98,3.8,6819,200ml,Sensitive,Male,Compact,Glycerin,True,Australia
Divine Moisturizer,Patrick Ta,Foundation,Monthly,100.82,2.0,5521,100ml,Dry,Male,Stick,Salicylic Acid,False,Japan
Ultra Lip Liner,Shiseido,CC Cream,Daily,84.39,4.6,3256,150ml,Oily,Female,Compact,Shea Butter,False,Japan
Divine Foundation,Pat McGrath Labs,Bronzer,Daily,108.39,1.4,6475,50ml,Dry,Female,Stick,Vitamin C,True,UK
Super Setting Spray,Farsali,Highlighter,Daily,51.16,2.8,9341,100ml,Combination,Unisex,Jar,Retinol,True,Japan
Ultra Lipstick,Pat McGrath Labs,Serum,Monthly,23.93,4.6,2302,30ml,Normal,Unisex,Compact,Hyaluronic Acid,True,UK
Divine Eyeliner,Charlotte Tilbury,Eyeliner,Monthly,35.33,2.6,363,200ml,Combination,Male,Spray,Hyaluronic Acid,False,UK
Magic Serum,Rare Beauty,Serum,Daily,62.3,1.7,4484,150ml,Combination,Female,Bottle,Salicylic Acid,True,Australia
Divine Foundation,Bite Beauty,Eyeliner,Occasional,82.01,3.4,9052,30ml,Sensitive,Female,Spray,Vitamin C,False,South Korea
Divine Foundation,Tatcha,CC Cream,Occasional,112.52,1.9,6189,100ml,Dry,Unisex,Compact,Retinol,True,Japan
Super Concealer,Pat McGrath Labs,Bronzer,Occasional,139.09,1.5,5428,250ml,Normal,Unisex,Bottle,Hyaluronic Acid,False,Italy
Super Eyeliner,Danessa Myricks,Exfoliator,Daily,106.19,2.8,1043,50ml,Dry,Unisex,Compact,Retinol,True,Italy
Super Blush,Clinique,Face Oil,Monthly,36.84,1.9,9261,250ml,Combination,Male,Tube,Glycerin,False,Australia
Magic Lipstick,Becca,BB Cream,Occasional,24.54,3.4,8622,50ml,Normal,Male,Spray,Salicylic Acid,True,USA
Magic CC Cream,Kiehl’s,Face Oil,Monthly,82.4,2.7,8945,150ml,Oily,Male,Jar,Hyaluronic Acid,True,South Korea
Perfect Highlighter,Bobby Brown,Serum,Monthly,134.46,4.9,9481,100ml,Combination,Male,Tube,Hyaluronic Acid,False,Germany
Divine Makeup Remover,Bourjois,Makeup Remover,Occasional,104.55,1.0,2362,100ml,Dry,Unisex,Compact,Glycerin,True,France
Magic Primer,Danessa Myricks,Lip Gloss,Occasional,106.27,4.0,3869,250ml,Dry,Male,Spray,Glycerin,False,UK
Magic CC Cream,Natasha Denona,Mascara,Occasional,57.31,4.9,6484,50ml,Sensitive,Female,Bottle,Shea Butter,True,Italy
Magic Moisturizer,Drunk Elephant,Concealer,Monthly,51.01,1.5,2154,100ml,Normal,Male,Compact,Retinol,True,Australia
Ultra Makeup Remover,Juvia’s Place,CC Cream,Weekly,113.07,4.5,7949,50ml,Combination,Unisex,Compact,Salicylic Acid,False,South Korea
Divine Eye Shadow,Perricone MD,Face Oil,Monthly,55.13,1.2,7658,150ml,Oily,Female,Bottle,Glycerin,False,UK
Super Cleanser,Sisley,Makeup Remover,Occasional,85.68,3.3,7879,200ml,Normal,Male,Bottle,Aloe Vera,False,UK
Super Lip Liner,Milk Makeup,Eye Shadow,Monthly,130.44,4.0,8707,250ml,Dry,Male,Spray,Shea Butter,False,South Korea
Ultra Moisturizer,Huda Beauty,Face Mask,Monthly,140.1,2.8,9977,200ml,Oily,Female,Spray,Aloe Vera,False,South Korea
Perfect Moisturizer,Clinique,Mascara,Monthly,58.39,1.8,7828,250ml,Combination,Male,Compact,Glycerin,True,Italy
Super Eyeliner,Urban Decay,BB Cream,Occasional,88.83,4.8,4385,100ml,Oily,Unisex,Compact,Hyaluronic Acid,False,Japan
Super BB Cream,Clinique,Primer,Monthly,27.19,3.4,5410,150ml,Dry,Female,Compact,Salicylic Acid,True,Japan
Ultra Exfoliator,Laura Mercier,Lip Liner,Daily,50.83,1.4,8615,250ml,Normal,Male,Tube,Salicylic Acid,True,South Korea
Magic Powder,Hourglass,Eye Shadow,Occasional,119.62,1.2,1089,150ml,Dry,Unisex,Spray,Hyaluronic Acid,False,France
Perfect Eye Shadow,ColourPop,Makeup Remover,Occasional,94.38,3.3,9544,100ml,Oily,Female,Jar,Aloe Vera,False,Australia
Super Powder,Milk Makeup,Exfoliator,Occasional,131.28,4.3,3262,150ml,Sensitive,Male,Spray,Shea Butter,True,Australia
Divine Lip Liner,Bourjois,Blush,Occasional,30.56,3.7,6544,250ml,Normal,Male,Jar,Hyaluronic Acid,True,Japan
Perfect Cleanser,Yves Saint Laurent,Face Mask,Occasional,133.56,3.2,4073,100ml,Normal,Female,Tube,Shea Butter,True,Japan
Magic Makeup Remover,Too Faced,Blush,Weekly,102.51,1.4,6363,150ml,Normal,Female,Compact,Salicylic Acid,False,France
Super Powder,Danessa Myricks,CC Cream,Monthly,11.05,1.5,5069,30ml,Oily,Female,Compact,Glycerin,True,Japan
Super Serum,Urban Decay,Face Oil,Occasional,144.16,1.3,7187,30ml,Normal,Unisex,Stick,Hyaluronic Acid,False,France
Divine Lip Liner,Morphe,Blush,Monthly,94.53,1.2,5338,50ml,Combination,Female,Compact,Salicylic Acid,False,France
Magic Foundation,Ilia Beauty,Eye Shadow,Daily,110.53,3.7,9614,30ml,Sensitive,Male,Spray,Vitamin C,False,UK
Perfect Bronzer,Anastasia Beverly Hills,Blush,Daily,81.3,3.6,6540,200ml,Combination,Female,Bottle,Shea Butter,False,UK
Perfect Bronzer,Ilia Beauty,Highlighter,Occasional,123.57,3.3,6787,30ml,Dry,Male,Stick,Aloe Vera,False,Germany
Ultra Highlighter,Shiseido,Concealer,Monthly,44.57,3.1,7225,150ml,Combination,Unisex,Compact,Salicylic Acid,True,USA
Magic Contour,Juvia’s Place,Primer,Occasional,21.35,2.9,6569,50ml,Combination,Male,Tube,Shea Butter,True,UK
Ultra Exfoliator,Make Up For Ever,Lipstick,Weekly,125.76,2.5,8022,100ml,Oily,Unisex,Compact,Vitamin C,True,Italy
Perfect Mascara,Huda Beauty,Blush,Monthly,18.78,3.8,1849,50ml,Dry,Male,Tube,Hyaluronic Acid,True,USA
Super Face Oil,RMS Beauty,Contour,Weekly,59.7,3.0,5681,200ml,Oily,Unisex,Compact,Salicylic Acid,False,Australia
Divine Face Oil,Kylie Cosmetics,Serum,Occasional,123.25,1.0,5088,50ml,Normal,Unisex,Tube,Retinol,False,Japan
Super Face Oil,Too Faced,Face Oil,Monthly,103.16,3.5,5954,100ml,Combination,Female,Stick,Glycerin,True,UK
Perfect Serum,Danessa Myricks,BB Cream,Daily,22.52,2.8,4098,100ml,Dry,Female,Tube,Hyaluronic Acid,False,Australia
Perfect Highlighter,Pat McGrath Labs,CC Cream,Monthly,95.27,3.9,8528,150ml,Normal,Male,Spray,Salicylic Acid,False,UK
Ultra Lip Liner,Huda Beauty,Primer,Monthly,65.51,2.4,2649,30ml,Oily,Unisex,Stick,Vitamin C,True,South Korea
Magic Concealer,Charlotte Tilbury,BB Cream,Monthly,147.49,1.9,2160,150ml,Oily,Male,Bottle,Hyaluronic Acid,False,France
Perfect Setting Spray,Make Up For Ever,Lipstick,Daily,145.22,4.3,521,50ml,Normal,Unisex,Compact,Retinol,True,USA
Magic Blush,Becca,Lip Liner,Daily,90.33,1.5,8587,30ml,Normal,Unisex,Spray,Shea Butter,True,Australia
Magic Lipstick,Morphe,Lip Gloss,Monthly,49.21,2.1,4993,200ml,Sensitive,Male,Spray,Aloe Vera,True,Germany
Magic Mascara,Yves Saint Laurent,Blush,Occasional,37.63,4.3,5078,50ml,Oily,Female,Stick,Aloe Vera,False,USA
Magic Mascara,Kiehl’s,Lip Liner,Monthly,67.63,2.3,1098,150ml,Sensitive,Unisex,Jar,Salicylic Acid,False,Japan
Perfect Lip Gloss,Kiehl’s,Face Mask,Weekly,14.4,3.7,6957,30ml,Combination,Unisex,Stick,Glycerin,True,South Korea
Perfect Cleanser,Bite Beauty,Exfoliator,Weekly,121.99,2.5,9439,30ml,Normal,Unisex,Tube,Retinol,True,Japan
Super Lip Gloss,Danessa Myricks,Mascara,Occasional,55.72,2.1,1463,50ml,Sensitive,Male,Jar,Glycerin,False,Germany
Perfect Exfoliator,Kylie Cosmetics,Moisturizer,Monthly,89.97,2.2,9627,30ml,Normal,Female,Stick,Retinol,False,Australia
Divine Serum,Tatcha,Setting Spray,Monthly,97.52,2.8,3217,250ml,Combination,Female,Stick,Aloe Vera,False,France
Ultra Cleanser,NARS,BB Cream,Occasional,63.56,2.7,6679,100ml,Oily,Male,Jar,Aloe Vera,True,Japan
Divine Contour,Pat McGrath Labs,BB Cream,Weekly,130.49,1.1,8369,250ml,Oily,Female,Compact,Hyaluronic Acid,True,Germany
Magic Contour,Becca,Concealer,Daily,78.18,1.7,9445,30ml,Dry,Female,Tube,Salicylic Acid,True,France
Perfect Moisturizer,Too Faced,Cleanser,Monthly,129.58,4.0,8935,200ml,Combination,Female,Bottle,Vitamin C,True,Australia
Magic Mascara,Becca,Lipstick,Daily,139.3,4.9,784,250ml,Oily,Female,Bottle,Shea Butter,True,Germany
Super Setting Spray,Patrick Ta,Lipstick,Weekly,16.87,1.2,4239,30ml,Combination,Female,Jar,Retinol,True,Germany
Perfect Concealer,Milk Makeup,Bronzer,Daily,122.95,3.1,3553,250ml,Dry,Unisex,Spray,Salicylic Acid,False,South Korea
Perfect Serum,Make Up For Ever,Foundation,Daily,84.1,3.1,2158,200ml,Oily,Unisex,Tube,Shea Butter,False,South Korea
Ultra Moisturizer,NARS,Eye Shadow,Weekly,148.07,4.3,7371,150ml,Combination,Female,Jar,Aloe Vera,True,USA
Super Mascara,Becca,Highlighter,Occasional,19.35,4.4,5158,150ml,Dry,Unisex,Spray,Aloe Vera,False,France
Divine Mascara,Kiehl’s,Face Oil,Daily,116.61,4.8,5832,200ml,Sensitive,Unisex,Jar,Glycerin,True,Germany
Magic Mascara,Sisley,Lip Liner,Monthly,124.98,2.5,849,100ml,Sensitive,Unisex,Bottle,Salicylic Acid,False,France
Divine Setting Spray,RMS Beauty,Primer,Occasional,13.87,2.8,8076,50ml,Oily,Male,Tube,Aloe Vera,True,USA
Ultra Moisturizer,Bite Beauty,Face Mask,Occasional,37.71,1.7,4313,100ml,Dry,Male,Tube,Vitamin C,False,Australia
Perfect Mascara,Milk Makeup,Mascara,Occasional,109.05,4.3,2161,50ml,Normal,Unisex,Tube,Hyaluronic Acid,True,Japan
Perfect Contour,Anastasia Beverly Hills,CC Cream,Monthly,106.85,4.0,1896,100ml,Oily,Male,Stick,Hyaluronic Acid,False,France
Perfect Face Mask,Farsali,Lip Gloss,Daily,145.32,3.4,1811,150ml,Oily,Unisex,Tube,Aloe Vera,True,Italy
Divine Foundation,Becca,Mascara,Daily,149.38,4.7,123,250ml,Sensitive,Unisex,Tube,Hyaluronic Acid,True,Japan
Super Setting Spray,Danessa Myricks,Cleanser,Weekly,50.0,3.8,5646,250ml,Oily,Female,Jar,Aloe Vera,True,Italy
Super Eye Shadow,RMS Beauty,Blush,Occasional,60.59,1.7,3185,30ml,Normal,Female,Bottle,Vitamin C,False,Germany
Super Moisturizer,Natasha Denona,Makeup Remover,Daily,62.42,2.2,227,150ml,Normal,Male,Bottle,Salicylic Acid,False,Japan
Super Cleanser,Natasha Denona,Mascara,Monthly,82.73,4.7,4603,100ml,Normal,Female,Stick,Salicylic Acid,True,France
Magic Concealer,RMS Beauty,CC Cream,Daily,27.34,1.0,2180,100ml,Normal,Unisex,Stick,Shea Butter,False,Italy
Super Face Mask,Shiseido,Cleanser,Daily,48.35,3.6,8791,100ml,Oily,Female,Jar,Aloe Vera,False,France
Perfect Moisturizer,Glossier,Primer,Weekly,24.88,4.7,2583,50ml,Combination,Female,Compact,Glycerin,False,Germany
Perfect BB Cream,KVD Beauty,Serum,Weekly,100.89,3.9,7983,250ml,Dry,Male,Tube,Vitamin C,False,France
Magic BB Cream,Charlotte Tilbury,Blush,Monthly,75.26,2.7,2119,150ml,Normal,Male,Bottle,Hyaluronic Acid,False,Germany
Divine Mascara,Laura Mercier,CC Cream,Monthly,51.77,4.9,3386,250ml,Dry,Unisex,Jar,Vitamin C,True,France
Magic Face Mask,Tarte,Concealer,Weekly,15.18,3.0,8799,30ml,Normal,Female,Jar,Aloe Vera,True,Germany
Ultra Foundation,Kylie Cosmetics,Blush,Daily,103.9,1.2,1540,30ml,Combination,Male,Compact,Glycerin,True,South Korea
